start_date,summary,latitude,longitude,marker_color
3/26/10,"Near the village of Kaka I, DRC the LRA forces killed the young man they had abducted from Bamokandi, DRC several days earlier.",3.71196,28.42062,#2563A3
4/29/10,"Security forces rescued 1 LRA abductee on April 29th, 2010, at Kaka, DRC.",3.71196,28.42062,#2563A3
10/28/10,"Suspected LRA forces ambushed 3 civilians in Kaka, DRC. 1 escaped and the other 2 were abducted.",3.71196,28.42062,#2563A3
11/12/10,"8 LRA were sighted near the security force checkpoint outside of Dungu, DRC on both November 11th and 12th.",3.71196,28.42062,#2563A3
1/25/11,"Between January 25th-27th, LRA forces stole property and bicycles belonging to 5 people. This incident happened in Kaka, DRC.",3.71196,28.42062,#2563A3
12/14/11,"Suspected LRA ambushed 7 cyclists traveling to Dungu, DRC. The combatants looted 6 of the 7 cyclists' belongings.",3.713,29.59,#2563A3
5/30/09,"Security forces and LRA members clashed near Gangala na Bodio and Masebe, DRC. The exact date is unknown. 2 LRA members were killed.",3.71352,29.28131,#2563A3
10/4/09,"LRA forces raided Gangala na Bodio, DRC between October 4th and October 10th, 2009.",3.71352,29.28131,#2563A3
1/9/11,"A trader who had been abducted near Gangala na Bodio, DRC, earlier in the day escaped when security forces clashed with the group in response to the attack.",3.71352,29.28131,#2563A3
2/25/12,"A man, abducted on February 22nd by 40 LRA, was released unharmed near Gangala na Bodio, DRC. He is currently with family members in the area.",3.71352,29.28131,#2563A3
3/6/12,"4 LRA combatants ambushed 1 merchant, near Gangala na Bodio, DRC. The result of this attack is unreported. This is the same group that abducted a hunter earlier in the day.",3.71352,29.28131,#2563A3
4/18/12,"A 57-year-old fisherman escaped from LRA captivity after he was abducted a day earlier near Gangala na Bodio, DRC.",3.71352,29.28131,#2563A3
5/13/12,"An LRA spy, dressed in civilian clothing, came out of the forest to ask civilians about recent food distribution. Because of his strange behavior, he was apprehended by security forces and then led them into the forest to find the rest of his group.",3.71352,29.28131,#2563A3
2/1/13,"9-year-old twin brothers, who were abducted on January 6th by suspected LRA forces, escaped  to Gangala na Bodio, DRC, after 3 days of wandering in the bush.",3.71352,29.28131,#2563A3
4/23/10,"In an clash between security forces and LRA forces at Mawe, DRC, 2 LRA members were killed and 2 more LRA members were captured.",3.7142,27.8473,#2563A3
12/30/11,"LRA combatants released 4 men near the Dungu-Faradje Road in DRC. These men were abducted the previous day, December 29th 2011. GPS approximate.",3.715,29.305,#2563A3
2/13/08,"Confirmed LRA forces killed a local leader in Naguga territory, DRC, while in movement towards CAR in the early morning of February 13th, 2008.",3.7176,28.5583,#2563A3
1/23/10,"LRA forces attacked Naguga, DRC and abducted 1 person.",3.7176,28.5583,#2563A3
2/13/10,"Of the 3 men abducted by LRA combatants on February 13th, 2010 at Naguga, DRC, 2 were killed and 1 escaped.",3.7176,28.5583,#2563A3
2/13/10,"LRA members abducted 3 civilians on February 13th, 2010 at Naguga, DRC. Later, 2 of the 3 were killed and 1 escaped.",3.7176,28.5583,#2563A3
6/23/09,"LRA forces ambushed a group security force members and civilians near Kiliwa, DRC on June 23rd, 2009. The LRA forces and security forces clashed, and there is no information on what happened to the civilians.",3.718,27.577,#2563A3
12/1/08,"LRA forces abducted a 16-year-old boy in Nagero, DRC, in December of 2008. The exact date of his abduction is unknown.",3.7186,29.5345,#2563A3
1/2/09,"This is part of the Christmas Massacres. LRA forces attacked Nagero, DRC, killing 10 people, injuring 6 people, and abducting at least 2 children.They also destroyed equipment at the park station and burned vehicles and the park station office.",3.7186,29.5345,#2563A3
5/7/10,"An LRA member was captured in Nagero, DRC. The details around the incident are unknown.",3.7186,29.5345,#2563A3
7/30/10,"LRA forces were spotted near the town of Nagero, DRC.",3.7186,29.5345,#2563A3
5/16/12,"After discovering 3 dead elephants near Nagero, DRC, park guards came across a group of 10 armed and suspected LRA combatants. The 10 suspected LRA retreated after 2 of them were injured. They abandoned their equipment and elephant tusks.",3.7186,29.5345,#2563A3
12/20/12,"2 Congolese adults and 2 Congolese children found their way to Nagero, DRC, after they were released by LRA forces near the Garamba river. They were abducted from Matahi, DRC, which is near Tomati.",3.7186,29.5345,#2563A3
4/27/13,"A Ugandan LRA man surrendered to security forces at a checkpoint at Nagero, DRC. According to the report, he was put on a bus and escorted to Gangala na Bodio.",3.7186,29.5345,#2563A3
7/31/13,"A 12-year-old girl escaped from LRA captivity while her captors were drunk and asleep and walked for 5 days before arriving in Nagero, DRC, where park rangers took her in. She was originally abducted from Aba, DRC, overnight between January 12 and 13.",3.7186,29.5345,#2563A3
11/4/08,"As reported on November 4th, 2008, LRA forces attacked Nagonyo, DRC, leading to a mass displacement of the population towards Dungu, DRC. This attack happened sometime before the major attack in Dungu on November 1st, 2008.",3.719,28.5897,#2563A3
6/9/09,"LRA forces attacked the village of Nagonyo, DRC. The result of this attack is unknown.",3.719,28.5897,#2563A3
8/12/09,"4 LRA combatants released 3 women and 1 baby on the same day that they were abducted from Nagonyo, DRC.",3.719,28.5897,#2563A3
8/12/09,"LRA forces attacked Nagonyo, DRC on August 12th, 2009. 3 women and 1 baby were abducted.",3.719,28.5897,#2563A3
1/16/10,"LRA forces attacked Nagonyo, DRC and killed 2 people.",3.719,28.5897,#2563A3
12/15/09,"3 LRA forces killed 1 person in the Zande Quarter, which is 3 km north of Niangara, DRC.  This attack took place on December 15, 2009.",3.7194,27.8872,#2563A3
1/27/11,"LRA forces looted 4 people traveling from Dungu, DRC to Ngilima, DRC.",3.72,28.589,#2563A3
5/5/11,"LRA members ambushed 3 cyclists traveling from Ariwara to Nagero, DRC, and looted their goods.",3.722,29.596,#2563A3
5/22/11,"1 of the 2 groups from the Lolo, DRC, attack headed back south. Group consisted of 8 Ugandan LRA and 8 abductees: 5 of which were adults from Lolo and the other 3 were children (2 boys & 1 girl) abducted from other villages. 4 of the adults were released.",3.723,26.048,#2563A3
3/20/11,"3 LRA members attacked Nawango, DRC, looting goods and abducting 2 adults and 1 child on March 20th, 2011. 1 of the adults was later able to escape.",3.7248,29.6624,#2563A3
5/4/13,An LRA man and an abducted 15-year-old girl stopped a civilian man traveling along the Dungu-Faradje road in the DRC. The LRA man said he wished to defect to security forces and freed the girl as a sign of his sincerity. The man & girl then left.,3.7269,29.5742,#2563A3
10/1/08,"During the month of October 2008, 5 girls were abducted by LRA forces  from Faradje, DRC, and its surroundings.",3.72723,29.70978,#2563A3
12/25/08,"A 28-year-old mother of five escaped LRA forces after being abducted in Faradje, DRC, earlier in the day with her husband and daughter. Her husband was killed by the LRA and her daughter is still with the LRA.",3.72723,29.70978,#2563A3
12/25/08,"LRA forces killed at least 16 children soon after they were abducted in Faradje, DRC. The majority of them were under 10 years of age.",3.72723,29.70978,#2563A3
12/25/08,"During the Christmas Masscres, LRA forces killed a total of at least 153 people in Faradje, DRC, and surrounding areas.",3.72723,29.70978,#2563A3
12/25/08,"This is part of the Christmas Massacres. 200 LRA attacked Faradje, DRC, killing at least 143 people, mostly men. LRA forces abducted 160 children and dozens of adults (est. 24), looted markets and homes, and burned 940 homes, 3 schools, and 9 churches.",3.72723,29.70978,#2563A3
3/22/09,"As reported for the week of March 22nd to 28th, 2009, suspected LRA forces looted villages of Tadu, Munya and Soruru, all of which are near Faradje, DRC.",3.72723,29.70978,#4B4B4B
4/28/09,"A girl who was possibly abducted during the Christmas Massacres in 2008 was able to escape from LRA captivity near Faradje, DRC, on April 25th, 2009. The exact location of where she escaped from is unknown, but she was in a compound with Joseph Kony.",3.72723,29.70978,#4B4B4B
5/17/09,"Suspected LRA forces clashed with security forces outside of Faradje, DRC on May 17th, 2009. The suspected LRA forces fled the clash.",3.72723,29.70978,#4B4B4B
5/23/09,"2 LRA members and their wives surrendered to security forces at Faradje, DRC on May 23rd, 2009.",3.72723,29.70978,#4B4B4B
7/1/09,"Security forces clashed with LRA forces near Faradje, DRC. 1 LRA member was captured in the attack.",3.72723,29.70978,#4B4B4B
7/4/09,"Security forces encountered members of the LRA and rescued 1 boy from captivity on July 4th, 2009. The exact location is unclear of this event is unclear.",3.72723,29.70978,#4B4B4B
9/3/09,"An LRA combatant arrived in Sadio, DRC, which is near Faradje and was captured by the local population before he was turned over to security forces.",3.72723,29.70978,#4B4B4B
9/26/09,"Security forces captured 3 LRA members on September 26th, 2009, at Faradje, DRC.",3.72723,29.70978,#4B4B4B
9/29/09,"On September 29th 2009, at Faradje, DRC, security forces captured 5 LRA members who had 4 female abductees with them.",3.72723,29.70978,#4B4B4B
10/28/09,"Security forces rescued 3 women from LRA captivity on October 28th, 2012, near Faradje, DRC.",3.72723,29.70978,#4B4B4B
11/3/09,"Lt. Col. Charles Arop surrendered to security forces on November 3rd, 2009. He was a senior commander and implicated in the Christmas Massacre. It is not clear where he surrendered, but possibly near Faradje, DRC.",3.72723,29.70978,#4B4B4B
11/9/09,"A total of 7 people came out of the bush, including 1 LRA combatant, 1 woman and her baby, and 4 young girls. They surrendered to security forces near Faradje, DRC on November 9th, 2009.",3.72723,29.70978,#4B4B4B
11/19/09,"On November 19, 2009, a group of 34 LRA surrendered to security forces in Faradje, DRC.",3.72723,29.70978,#4B4B4B
1/14/10,"On January 14th, 2010, security forces captured 1 suspected LRA woman in Faradje, DRC.",3.72723,29.70978,#4B4B4B
4/24/10,"A group of about 10 LRA were spotted near Faradje, DRC on April 24th, 2010.",3.72723,29.70978,#4B4B4B
2/11/11,"LRA forces attacked Faradje, DRC. As a result, the local population protested against a lack of protection from security forces.",3.72723,29.70978,#4B4B4B
5/19/11,"On May 19th, 4 of 5 abductees were released after being abducted by the LRA in Ngubu, DRC, near Faradje, -- the 5th abductee, a 12 year-old boy, was not released.",3.72723,29.70978,#4B4B4B
5/19/11,"The 2 women who were abducted from Ngubu, DRC, were tortured by the LRA. One had her arm broken.",3.72723,29.70978,#4B4B4B
5/19/11,"LRA members abducted 2 women and 3 children from fields near Ngubu, DRC, which is near Faradje, on May 19th, 2011.",3.72723,29.70978,#4B4B4B
7/5/11,"A young girl, abducted by suspected LRA earlier in the day, was able to escape near Faradje, DRC.",3.72723,29.70978,#4B4B4B
7/5/11,"A young girl was abducted by a group of suspected LRA near Faradje, DRC on July 5th.",3.72723,29.70978,#4B4B4B
12/19/11,"Civilians apprehended a suspected member of the LRA in a village near Faradje, DRC on December 19th, 2011.",3.72723,29.70978,#4B4B4B
1/8/12,"8 children abducted by the LRA on January 8th escaped shortly after the attack near Faradje, DRC.",3.72723,29.70978,#4B4B4B
4/2/13,"Suspected and armed LRA forces abducted 1 teenage boy 7 km east of Faradje, DRC, between Djabir and Takiani.",3.72723,29.70978,#4B4B4B
1/15/14,"Abducted in 2008 at age 15 by LRA forces, a woman came out of the bush with a baby  in Faradje, DRC. Her group was reportedly attacked by security forces while in South Sudan, who made her a 'wife'. She then escaped via Aba, DRC, before reaching Faradje.",3.72723,29.70978,#4B4B4B
7/10/10,"LRA members were sighted in various locations around Faradje, DRC and 2 abductees managed to escape into the town.",3.72723,29.70978,#4B4B4B
8/21/13,"An armed 25-year-old Ugandan LRA soldier defected to security forces 15 km west of Faradje, DRC, at 15:00. He spoke broken Lingala, had rasta-style hair and wore civilian clothing.",3.7274,29.5726,#4B4B4B
3/25/14,"The civilian youth from Wawe, near Niangara, DRC, went to look for the Congolese man abducted the day before. They found the man 2 km into  the bush, reportedly abandoned by LRA forces.",3.728339,27.903453,#4B4B4B
2/14/12,"6 suspected LRA looted 3 homes in Yanguma, DRC. They looted a variety of items including, but not limited to, goats, chickens, sponges, rice, and a radio. They told one of the victims that they only wanted to take food.",3.73,29.63,#4B4B4B
9/12/13,"Suspected LRA forces abducted a 45-year-old Congolese woman from her field near Yanguma, DRC. They forced her to carry heavy luggage. The assailants spoke Swahili and poor Lingala.",3.73,29.63,#4B4B4B
9/13/13,"A Congolese woman who was abducted near Yanguma, DRC, by suspected LRA forces the day before to carry goods was released the next day. After a day of walking, she returned to her community.",3.73,29.63,#4B4B4B
4/9/10,"A civilian was approached by an unclear number of LRA forces near Gangala Na Bodio, DRC and given a letter to deliver to the local authorities, after which some of his goods were stolen.",3.7305,29.5678,#4B4B4B
4/8/13,"On April 8, 2013, a suspected LRA camp was spotted in Garamba National Park in the DRC during a park ranger reconnaissance flight. A foot patrol was sent to the camp two days later where they found abandoned clothes, looted items, and cooking utensils.",3.730944,29.408256,#4B4B4B
4/17/12,"10 LRA forces, including 6 combatants, 2 young girls and 2 young boys, abducted a 57-year-old fisherman and looted all of his goods near Gangala na Bodio, DRC. The combatants reportedly interrogated the man for location and food distribution information.",3.7316,29.285,#4B4B4B
1/27/10,"LRA forces looted a group of 9 travelers on January 27th, 2010 near or in Nasala, DRC.",3.732,29.5388,#4B4B4B
3/29/10,"As reported on March 29th, 2010, LRA forces attacked traders in Nasala, DRC. The traders lost their goods.",3.732,29.5388,#4B4B4B
8/10/11,"2 women and 1 man were abducted by LRA forces while on their way home from a market in Nasala, DRC.  The 2 women later escaped, but the man was killed.",3.732,29.5388,#4B4B4B
8/13/11,"While attempting to escape LRA forces,  a man was shot and killed 3 days after he was abducted near Nagero, DRC.",3.732,29.5388,#4B4B4B
4/1/97,"Security forces attacked LRA forces in Alu, DRC at an unknown point in time during the month of April 1997. The result of this clash is unknown.",3.7325,28.5727,#4B4B4B
2/28/09,"As reported on February 28, 2009, LRA forces were reportedly seen at the Alu River Bridge near Alu, DRC. LRA forces were also spotted in Alu dressed as civilians.",3.7325,28.5727,#4B4B4B
4/25/09,"As reported on April 25, 2009: 4 LRA combatants were captured at an earlier date by security forces in Alu, DRC. 2 of the combatants were men, 1 is a Congolese woman, and 1 is a 17-year-old Ugandan.",3.7325,28.5727,#4B4B4B
1/3/10,"LRA forces attacked Alu, DRC, clashing with a local defense group and abducting a mother and her teenage daughter.",3.7325,28.5727,#4B4B4B
5/5/10,"In mid-April 2010 an LRA combatant defected from  Major Labongo Okaji's group in Garamba National Park, DRC. He was picked up 3 weeks later by security forces west of Alu, DRC on approximately May 5th, 2010.",3.7325,28.5727,#4B4B4B
5/28/11,"LRA forces and 2 civilian hunters exchanged fire  in the community of Alu, DRC on the night of May 28th-29th. After being alerted by the gunfire, regional security forces arrived causing the LRA members to flee.",3.7325,28.5727,#4B4B4B
4/24/10,"Security forces captured an LRA member in Niangara, DRC.",3.7334,27.886,#4B4B4B
4/12/10,"Security forces captured 1 young LRA member near Faradje, DRC on April 12th, 2010.",3.7334,29.7254,#4B4B4B
6/17/11,"Suspected LRA forces abducted 2 boys, ages 10 and 18, on June 17th, 2011, from Djabir, DRC.  The boys were travelling with their mother when they spotted an armed individual.",3.734,29.819,#4B4B4B
3/2/10,"From the father and son abducted on March 2nd, 2010 near Nagabka, DRC, the father was able to escape, but the son was killed.",3.736,29.66,#4B4B4B
3/2/10,"LRA forces captured 2 civilians, a father and son, from Nagbaka, DRC on March 2nd, 2010. The man was able to escape, but the boy was later killed.",3.736,29.66,#4B4B4B
7/1/11,"A 13-year-old girl who was abducted from Nagbaka, DRC on July 1st, 2011 was released back into her community the same day she was abducted. The 15-year-old boy she was abducted with was also able to escape on the same day.",3.736,29.66,#4B4B4B
7/1/11,"A 13-year-old girl and a 15-year-old boy were abducted from Nagbaka, DRC, on July 1st, 2011. The LRA were also able to loot various goods from the girl's residence. The night of the attack, another boy was reported missing. His whereabouts are not known.",3.736,29.66,#4B4B4B
12/25/08,"This incident is part of the Christmas Massacres. LRA forces entered Aligi, DRC, with 10-15 prisoners, including 8 girls & boys. In town, they abducted a young man & killed at least 25 civilians with axes, machetes, & sticks, before continuing to Faradje.",3.7377,29.6866,#4B4B4B
2/4/12,"In Aligi, DRC, 6 suspected LRA, 4 men with guns and 2 women with machetes and sticks, looted 3 different households and abducted several people to carry the looted goods.",3.7377,29.6866,#4B4B4B
2/1/10,"During the 1st incident in a series of LRA attacks near Munuku, DRC, the LRA killed 24 civilians, 15 of whom were elderly men and women. They crushed most of their victims' skulls and shot others.",3.741,27.422,#4B4B4B
8/19/09,"LRA combatants attacked and killed a woman and her child west of Faradje, DRC, on August 19th, 2009.",3.7428,29.5285,#4B4B4B
1/27/10,"On January 27, 2010, LRA elements attacked the town of Zandi, DRC, abducting 2 children and clashing with security forces.",3.745556,27.891541,#4B4B4B
9/28/10,"LRA members attacked Nambiongo, DRC, and abducted a woman, wounded a man, and killed 2 other women.",3.74787,28.58788,#4B4B4B
10/1/10,"In the weeks before October 15th, 2010, LRA forces attacked Nambiongo, DRC, killing 19 people and causing a mass displacement. It is not clear how many attacks occurred, or when.",3.74787,28.58788,#4B4B4B
2/18/10,"LRA forces looted a man's house in the village of Kaka I, in DRC on February 18th, 2010.",3.748,28.468,#4B4B4B
7/5/13,"Suspected LRA forces attacked the IDP camp of Sobhe, DRC, in the evening. They looted goods from a man and a woman and then abducted the woman.",3.74946,29.71302,#4B4B4B
1/2/09,"This is part of the Christmas Massacres. LRA forces attack Napopo, DRC, killing 9 people and injuring 10 others.",3.75,29.517,#4B4B4B
12/29/11,"14 suspected LRA members attacked a group of 7 cyclists, and abducted 4 men from among them, near Nagero, DRC along the Dungu-Faradje Road.",3.75,29.517,#4B4B4B
4/10/10,"LRA forces killed 1 civilian south of Nambia, DRC on April 10th, 2010.",3.7511,27.8939,#4B4B4B
2/3/12,"6 suspected LRA, 4 men holding guns and 2 women holding sticks, reportedly shot a woman in the leg, looted 3 households and abducted several people to act as carriers for the goods. This attack happened in Kibinzi, DRC.",3.753,29.705,#4B4B4B
9/29/10,"6 LRA members were killed by security forces between the towns of Wando and Wede, DRC. The location of the attack is an estimate.",3.7543,28.0395,#4B4B4B
4/8/13,A suspected LRA camp was spotted in Garamba National Park in the DRC during a reconnaissance flight by prak rangers. A foot patrol was sent to the camp where they found a woman who was not an abductee.,3.754833,29.162056,#4B4B4B
8/5/10,"LRA forces were spotted in a village near Faradje, DRC.",3.75703,29.73415,#4B4B4B
11/9/13,"An LRA man was captured by civilians near Mabanga ya Talo, DRC. He was taken to Niangara and handed over to security forces the next day.",3.7587,27.3779,#4B4B4B
4/7/12,"1 boy, abducted on April 7th in Kpatra, DRC, escaped from LRA captivity.",3.759,29.731,#4B4B4B
4/7/12,"Suspected LRA forces abducted 3 boys and looted 3 households in Kpatra, DRC.",3.759,29.731,#4B4B4B
12/16/11,"A young trader was abducted by suspected LRA forces on December 16th, 2011 and was released later the same day after being questioned.",3.7596,28.6089,#4B4B4B
12/16/11,A young trader was travelling from Dungu when he encountered suspected LRA forces. The LRA forces took him to a bigger group where he was questioned and then released the same day.,3.7596,28.6089,#4B4B4B
5/16/10,"Suspected LRA forces attempted to attack Manziga, DRC on May 16th, 2010. However, security forces responded quickly. 2 civilians were injured in the attack.",3.7629,28.0412,#4B4B4B
7/10/10,"Reported LRA forces killed a man at the village of Nangele, DRC. Plotted location is approximate.",3.7629,28.0412,#4B4B4B
7/11/10,"LRA combatants killed 1 person and injured another in an attack on the village of Nangele, DRC, near Manziga, DRC. Plotted location is approximate.",3.7629,28.0412,#4B4B4B
7/14/10,"Reported LRA forces killed a man at the village of Bamonga, DRC, near Manziga, DRC. Plotted location is approximate.",3.7629,28.0412,#4B4B4B
2/17/13,"On February 17th, 2013, suspected LRA forces were reportedly shot 3 times in the air on the Niangara-Nambia road in the DRC.",3.766,27.898,#4B4B4B
1/10/12,"An LRA combatant attacked a group of children in a field near Lidjo, DRC, looting all of the harvested crops. The children fled, and were unharmed.",3.7678,29.757,#4B4B4B
4/8/12,"1 boy escaped from suspected LRA forces after being abducted earlier in the day near Lidjo, DRC.",3.7678,29.757,#4B4B4B
4/8/12,"A group of 17 suspected LRA abducted 3 young boys and looted 4 households in Lidjo, DRC.",3.7678,29.757,#4B4B4B
12/13/12,"Suspected LRA forces attacked Lidjo, DRC, at night and abducted 3 Congolese men, a 12-year-old Congolese girl, and 1 other person. The assailants also looted food, cookware, clothes,batteries, and other items before fleeing northwest away from the town.",3.7678,29.757,#4B4B4B
6/11/12,"At least 8 suspected LRA forces attacked and looted 4 houses in Nganzi, DRC. 1 man was shot in the leg while trying to defend his elderly father from the attackers. Various food items were stolen.",3.7692,29.7575,#4B4B4B
1/6/13,"Approximately 20 suspected and armed LRA forces attacked Nganzi, DRC. They abducted two 9-year-old twin brothers, a man, and a woman in addition to looting various food and non-food items.",3.7692,29.7575,#4B4B4B
1/7/13,"A day after their initial abduction by approximately 20 suspected LRA forces, the forces released a man and a woman from captivity, but the 9-year-old twin brothers remain in captivity.",3.7692,29.7575,#4B4B4B
6/28/10,"On June 28th, 2010, security forces attacked a LRA camp near Bandu, DRC at night, killing 6 LRA members and capturing their leader, who was seriously injured in the attack.",3.77112,26.00108,#4B4B4B
7/9/11,"3 of the people who were abducted from Bandu, DRC on July 9th, 2011 were released almost immediately.",3.77112,26.00108,#4B4B4B
7/9/11,"12 LRA fighters kidnapped several people from Bandu, DRC on July 9th.",3.77112,26.00108,#4B4B4B
3/11/10,"4 LRA soldiers abducted 19 people near Makusara, DRC.",3.7718,28.2019,#4B4B4B
11/27/11,"In Takiani, DRC, suspected LRA forces reportedly killed 2 men with machetes and abducted at least 5 people. Some sources indicate that the attackers abducted additional civilians and looted the town.",3.7778,29.7444,#4B4B4B
11/27/11,"LRA forces released 2 children who were abducted near Takiani, DRC. Sources say they were too young to remain with the LRA, so they were let go immediately.",3.7778,29.7444,#4B4B4B
11/28/11,"Security forces clashed with LRA forces near Takiani, DRC. During the exchange of fire, a woman and 2 girls escaped from LRA forces, and 2 LRA combatants were captured.",3.7778,29.7444,#4B4B4B
12/12/12,"2 girls, aged 10 and 11-years-old, were able to escape from LRA captivity shortly after they were abducted from Takiani, DRC.  The 7-year-old boy they were abducted with remains in LRA captivity.",3.7778,29.7444,#4B4B4B
12/12/12,"A group of suspected LRA forces, comprising of men, women, and children, attacked Takiani, DRC. The assailants abducted 1 boy and 2 girls. Looting also took place. Security forces were present, but did not intervene because they were outnumbered.",3.7778,29.7444,#4B4B4B
9/1/09,"On September 1st, 2009, LRA forces killed 1 civilian and abducted 10 others in Samungu, DRC.",3.78,26.94,#4B4B4B
11/1/09,"LRA forces killed 2 people near Samungu, DRC, over the month of November 2009.",3.78,26.94,#4B4B4B
6/1/10,"LRA forces killed 9 people in Samungu, Mubanga, and Mbili, DRC, during the month of June in 2010.",3.78,26.94,#4B4B4B
6/1/11,"LRA forces and security forces clashed near Djabir, DRC on June 1st, 2011. The security forces attempted to pursue the LRA, but were unsuccessful.",3.781,29.939,#4B4B4B
8/8/09,"LRA forces attacked Lagabe, DRC. As a result, 80 people fled north across the South Sudan border. It is unknown how many people were abducted or killed during the attack.",3.781,30.29,#4B4B4B
6/1/09,"LRA forces settled in and around the town of Ataki, DRC. 300 civilians have fled west toward South Sudan.",3.782,30.13,#4B4B4B
6/19/09,"Security forces clashed with the LRA at the village of Ataki, DRC. The result of this clash is unknown.",3.782,30.13,#4B4B4B
6/16/11,"About 15km outside of Faradje, DRC, 6 suspected LRA looted homes on June 16th, 2011.",3.7824,29.8545,#4B4B4B
7/8/09,"LRA forces abducted 1 civilian on the road between Disolo and Banduele, DRC, on July 8th, 2009.",3.785,26.248,#4B4B4B
4/5/12,"A group of suspected LRA attacked the community of Udukwa, DRC. The assailants abducted 1 young girl and severely injured 1 boy.",3.786389,29.808056,#4B4B4B
1/1/11,"On January 1st, 2011, LRA forces attacked Udu, DRC, killing 1 man, injuring 1 woman, and abducting 2 girls. The LRA also clashed with security forces who were present in the town.",3.78668,29.85242,#4B4B4B
2/4/11,"5 armed LRA men attacked Udu, DRC, and abducted 3 girls. After the initial attack, the population of Udu fled.",3.78668,29.85242,#4B4B4B
6/26/11,"A 12-year-old and 14-year-old boy were abducted from Udu, DRC, on June 26th, 2011. When the 14-year-old was later recovered by security forces in July, he showed signs of torture. The whereabouts of the 12-year-old are currently unknown.",3.78668,29.85242,#4B4B4B
7/7/11,A 14-year-old boy who was abducted on June 26th was found tied to a tree by regional security forces. He showed signs of severe torture and has been admitted into the Faradje Hospital in the DRC.,3.78668,29.85242,#4B4B4B
2/27/09,"From February 27th, 2009 to March 3rd, 2009, LRA forces carried out a series of attacks on Djabir, DRC. The attacks resulted in the displacement of an estimated 3,500 people.",3.7868,29.7805,#4B4B4B
2/28/09,"On roughly February 28th, 5 LRA forces abducted a boy, a girl, and a young woman from Ndgere which is near Djabir, DRC.",3.7868,29.7805,#4B4B4B
12/6/09,"A 12 year-old boy was able to escape from LRA forces with the help of security forces near Djabir, DRC on December 6th, 2009. He had been an LRA captive for over a year.",3.7868,29.7805,#4B4B4B
4/4/10,"An abducted 12-year-old boy was able to escape from a group of LRA combatants while they were fleeing the FARDC near Djabir, DRC.",3.7868,29.7805,#4B4B4B
7/28/10,"LRA forces were sighted in several villages around Djabir, DRC.",3.7868,29.7805,#4B4B4B
2/19/11,"LRA forces killed 1 person and abducted 3 more from Djabir, DRC.",3.7868,29.7805,#4B4B4B
2/19/11,"Security forces killed 6 LRA members at Faradje, DRC on February 19th, 2011.",3.7868,29.7805,#4B4B4B
2/21/11,"Security forces engaged a group of LRA outside Djabir, DRC, wounding 2 of them. 5 people, most of them minors, were rescued.",3.7868,29.7805,#4B4B4B
4/14/11,"As reported on April 14th, 2011, a woman who had been abducted by the LRA from Nawango, DRC, several weeks earlier was able to escape to Djabir, DRC.",3.7868,29.7805,#4B4B4B
6/15/11,"Suspected LRA forces abducted 8 men from Djabir, DRC on June 15th, 2011.",3.7868,29.7805,#4B4B4B
6/16/11,"8 men who were abducted on June 15th, 2011 from Djabir, DRC were released back into their community on June 16th, 2011.",3.7868,29.7805,#4B4B4B
12/2/11,"Suspected LRA looted fruit crop farmers from Ngadhuma Ogambi, a community near Djabir, DRC. Security forces are currently pursuing the thieves.",3.7868,29.7805,#4B4B4B
4/5/12,"A group of approximately 20 suspected LRA, 7 of whom were armed attacked Djabir, DRC. The assailants abducted 2 children, beat the children's mother, fired two shots in the direction of a man fleeing and looted 5 households of food and clothing.",3.7868,29.7805,#4B4B4B
4/6/12,"Security forces pursued a group of suspected LRA and freed 2 children abducted from Alokwa, DRC a day earlier on April 5th.",3.7868,29.7805,#4B4B4B
3/27/13,"Approximately 20 suspected and armed LRA forces looted 4 households in Djabir, DRC. They stole food, livestock, clothing, and alcohol before firing shots into the air and dispersing. The assailants were speaking Swahili, Lingala, and Acholi.",3.7868,29.7805,#4B4B4B
4/23/13,"Near Djabir, DRC, a group of hunters ran into a group of LRA and immediately fled, though the LRA were not acting aggressive or violent. Later that day, a letter reportedly written by a Ugandan LRA was found by the road stating his group wanted to defect.",3.7868,29.7805,#4B4B4B
5/2/13,"7 LRA forces, 5 of whom were armed, abducted a woman and 2 children, looted at least 13 homes, and severely beat a man in Djabir, DRC. They spoke Acholi and broken Lingala and looted food and clothing. The group then moved eastward toward the Utua river.",3.7868,29.7805,#4B4B4B
5/12/13,"A group of 30 LRA forces attempted to defect to civilians at both Djabir and Nganzi, DRC. Both times, the civilians fled fearing it was an LRA attack and by the time security forces arrived, the LRA forces had left.",3.7868,29.7805,#4B4B4B
7/2/13,"Approximately 10 LRA forces attacked Djabir, DRC, at midnight. The assailants abducted a 14-year-old girl and looted 7 households. Among the assailants was an Acholi-speaking woman with a young child. The assailants fled toward the Utuwa river.",3.7868,29.7805,#4B4B4B
7/8/13,"The 14-year-old girl, who was abducted by LRA forces on July 2nd, was released due to exhaustion. She arrived 6 days later after her abduction in Djabir, DRC, at approximately 5:00 PM.",3.7868,29.7805,#4B4B4B
3/24/14,"A group of 14 suspected LRA forces attempted to abduct a boy and looted a household near Nambia, DRC.",3.7885,27.8253,#4B4B4B
4/26/11,"The woman who had been abducted with her husband on April 26th, 2011, just north of Faradje, DRC in Lalibe, reportedly escaped later that same evening.",3.7908,29.7107,#4B4B4B
